username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
NinaWel69810699|2018-08-29 20:38|0|1|What about #JIMMYBENNETT #Himtoo ! When are you Hollywood people going to address @AsiaArgento sexual abuse! Or is it one sided?||@AsiaArgento|#JIMMYBENNETT #Himtoo|1034873001794134016|https://twitter.com/NinaWel69810699/status/1034873001794134016
NinaWel69810699|2018-08-29 20:36|0|0|#Himtoo ! Should be talked about also! @AsiaArgento WHAT ABOUT #JIMMYBENNETT||@AsiaArgento|#Himtoo #JIMMYBENNETT|1034872462264033280|https://twitter.com/NinaWel69810699/status/1034872462264033280
C33TS|2018-08-29 20:03|0|0|He’s no #LouisCK , make him suffer ... lollll #HimToo|||#LouisCK #HimToo|1034864047097823233|https://twitter.com/C33TS/status/1034864047097823233
ricknagasawa|2018-08-29 17:16|0|0|Keith Ellison Slings Slime At Minnesota AG Opponent Doug Wardlow http:// thefederalist.com/2018/08/29/ter rible-record-run-keith-ellison-slings-slime-ag-opponent-doug-wardlow/#.W4a4vYOvjsE.twitter …  #HimToo ?|||# #HimToo|1034822103869009921|https://twitter.com/ricknagasawa/status/1034822103869009921
peatapann|2018-08-29 14:52|0|0|#HimToo He's known ALL ALONG!!! https:// twitter.com/FoxNews/status /1034763085964292096 …|||#HimToo|1034785913828769792|https://twitter.com/peatapann/status/1034785913828769792
sjgiardini|2018-08-29 14:03|0|0|#HimToo ... https:// twitter.com/omarbula/statu s/1034768071674748928 …|||#HimToo|1034773614569115648|https://twitter.com/sjgiardini/status/1034773614569115648
HimToo3|2018-08-29 13:06|0|0|#HimToo ; #MenToo ; #MeToo We are all one in the same. And let's be honest: #HimToo and #MenToo have a little bit further to go than #MeToo . To anyone reading this, in power, ensure that you are being a servant-leader.|||#HimToo #MenToo #MeToo #HimToo #MenToo #MeToo|1034759111504625664|https://twitter.com/HimToo3/status/1034759111504625664
HimToo3|2018-08-29 12:59|0|0|#HimToo #MenToo Stand with #MeToo|||#HimToo #MenToo #MeToo|1034757424907841536|https://twitter.com/HimToo3/status/1034757424907841536
HimToo3|2018-08-29 12:55|0|0|#HimToo #MeToo #MenToo We must all see one another as equals. Period. Plain. And Simple.|||#HimToo #MeToo #MenToo|1034756526295011328|https://twitter.com/HimToo3/status/1034756526295011328
HimToo3|2018-08-29 12:53|0|0|#HimToo ; #MenToo : The #MeToo movement is a "call-to-arms" for every man (likely Caucasian) in any management level to take a stronger look at "how can we do better"?|||#HimToo #MenToo #MeToo|1034756003173036032|https://twitter.com/HimToo3/status/1034756003173036032
HimToo3|2018-08-29 12:50|0|0|I'm doing a bad job of tweeting this... As much as I love my dog, he is control here. The point here is: #HimToo , #MenToo : Those of us who identify as cis-gender, and decent men: We must be heard: We will NOT abuse our unique position in the world.|||#HimToo #MenToo|1034755136726261760|https://twitter.com/HimToo3/status/1034755136726261760
HimToo3|2018-08-29 12:47|0|0|We cannot bind ourselves by gender identity, but we must understand the potentially follies that Power can hurt others, unchecked #HimToo #MenToo|||#HimToo #MenToo|1034754313799659521|https://twitter.com/HimToo3/status/1034754313799659521
HimToo3|2018-08-29 12:41|0|1|#HimToo We are all in this together. Men, Women, LGBTQ, #MenToo we all stand together.|||#HimToo #MenToo|1034752923752792064|https://twitter.com/HimToo3/status/1034752923752792064
HimToo3|2018-08-29 12:40|0|0|#HimToo As "Men," we cannot "expect" that we are are above anyone.|||#HimToo|1034752555308343296|https://twitter.com/HimToo3/status/1034752555308343296
HimToo3|2018-08-29 12:37|0|0|#HimToo Sadly: Oppression is disproportionate. #HimToo : Men: We cannot allow this to continue. That goes for not just oppression against women, but also oppression against minorities. Stand with us #MeToo|||#HimToo #HimToo #MeToo|1034751864519020544|https://twitter.com/HimToo3/status/1034751864519020544
HimToo3|2018-08-29 12:29|0|1|I do not use Twitter. I'd like to create a "hashtag" (I guess?) #HimToo . Because Men stand strong with Women. Behind every Strong Man, is a Stronger Woman. Or behind Every Strong Man is a Stronger Man. Or Behind Every Strong Man is a Strong Dog. That's all I got :).|||#HimToo|1034749963312357377|https://twitter.com/HimToo3/status/1034749963312357377
HimToo3|2018-08-29 12:29|0|0|#HimToo pic.twitter.com/RhHMxW7OqF|||#HimToo|1034749961261334528|https://twitter.com/HimToo3/status/1034749961261334528
HimToo3|2018-08-29 12:25|0|0|#HimToo|||#HimToo|1034748852824236032|https://twitter.com/HimToo3/status/1034748852824236032
alanemtage|2018-08-29 12:22|0|0|It's called the "Bay of Brest" people. What did you expect? Sexually frustrated dolphin named Zafar terrorises tourists on French beach https://www. telegraph.co.uk/news/2018/08/2 7/swimming-banned-french-beach-sexually-frustrated-dolphin-named/ … #dolphin #france #HimToo pic.twitter.com/g2zt97Rp0m|||#dolphin #france #HimToo|1034748001015750657|https://twitter.com/alanemtage/status/1034748001015750657
TalentrySD|2018-08-29 12:20|0|0|#HimToo I've never used Twitter before, and should probably create a new handle for this: But #HimToo should stand for all men, willing to stand up against the oppression the #MeToo has brought to the forefront.|||#HimToo #HimToo #MeToo|1034747578120720385|https://twitter.com/TalentrySD/status/1034747578120720385
LuckyLyzzie|2018-08-29 04:35|0|0|Thanks for not being one of those #HimToo guys.|||#HimToo|1034630635955122176|https://twitter.com/LuckyLyzzie/status/1034630635955122176
leiboaz|2018-08-29 03:40|0|1|Finally, I'll predict that Yumans come to their senses tonight and euthanize the political career of #DonShooter in the #LD13 race for state senate. #HimToo #Alot #HeWillAlsoDrinkToThat #AlotAlot|||#DonShooter #LD13 #HimToo #Alot #HeWillAlsoDrinkToThat #AlotAlot|1034616723268202496|https://twitter.com/leiboaz/status/1034616723268202496
drugbunnytwit|2018-08-29 03:31|0|0|Gillum kept a woman from being Governor of Florida. Is Gillum #Sexist ? Does he hate Women #HimToo The Latest: Gillum is Florida's Democratic governor nominee https:// apnews.com/8ed1460be6af4e e3a81df4e2215611b2 …|||#Sexist #HimToo|1034614505806934018|https://twitter.com/drugbunnytwit/status/1034614505806934018
EnnnDeee|2018-08-29 00:25|0|0|#AllReligions #TimesUp ⁠ ⁠ #MeToo ⁠ ⁠ #ChurchToo #ReformedToo #CatholicToo #SBCToo #HimToo #KidsToo #sexualassault #SexualAbuse #Rape #SpiritualAbuse #CoverUp #Deception #AbuseOfPower It’s happening in all systems! https:// twitter.com/natesparks130/ status/1034552108358492160 …|||#AllReligions #TimesUp #MeToo #ChurchToo #ReformedToo #CatholicToo #SBCToo #HimToo #KidsToo #sexualassault #SexualAbuse #Rape #SpiritualAbuse #CoverUp #Deception #AbuseOfPower|1034567656689549312|https://twitter.com/EnnnDeee/status/1034567656689549312
apaladewalsh|2018-08-28 23:54|0|0|#himtoo . https:// theplaylist.net/woody-allen-fi lmmaking-break-20180828/ …|||#himtoo|1034559870551384064|https://twitter.com/apaladewalsh/status/1034559870551384064
sophiatseliem|2018-08-28 21:45|0|0|#HIMTOO : Rose McGowan To Asia Argento: You Need To Come Clean About What You Did To That Kid Or Els… https:// pjmedia.com/instapundit/30 6029/ …|||#HIMTOO|1034527393073881088|https://twitter.com/sophiatseliem/status/1034527393073881088
cbinflux|2018-08-28 21:33|0|0|#HIMTOO : Rose McGowan To Asia Argento: You Need To Come Clean About What You Did To That Kid Or Else You’re Following In Weinstein’s Footsteps. Say, whatever happened to the Keith Ellison domestic violence story? https:// pjmedia.com/instapundit/30 6029/ …|||#HIMTOO|1034524345249480705|https://twitter.com/cbinflux/status/1034524345249480705
SimJoeMoore|2018-08-28 21:08|0|0|Wait a minute, I've seen lots of photo ops with the President. Is that @RealCandaceO sexually harassing the president? #HimToo ? https:// twitter.com/DailyCaller/st atus/1034505408747130880 …||@RealCandaceO|#HimToo|1034518043899121664|https://twitter.com/SimJoeMoore/status/1034518043899121664
commonpatriot|2018-08-28 20:34|0|0|via @instapundit : #HIMTOO : Rose McGowan To Asia Argento: You Need To Come Clean About What You Did To That Kid Or Els… http:// dlvr.it/QhMKHM||@instapundit|#HIMTOO|1034509458175475713|https://twitter.com/commonpatriot/status/1034509458175475713
analloversdate|2018-08-28 19:44|0|0|#HimToo : Read Down Section 377, Don't Delete It Entirely: #HimToo : Read Down Section 377, Don't Delete It Entirely  The QuintFull coverage http:// dlvr.it/QhM5Kl|||#HimToo #HimToo|1034496869227884544|https://twitter.com/analloversdate/status/1034496869227884544
DJTreelection|2018-08-28 17:44|0|0|Amen. I hope people push for harsher consequences for anyone who files a false sexual abuse claim. This needs to happen today. These accusations are getting worse False accusations ruin lives. #himtoo .|||#himtoo|1034466670927142914|https://twitter.com/DJTreelection/status/1034466670927142914
SpeakeasyJames|2018-08-28 16:03|0|1|Canadians having been telling #patsydingledance clown Trudeau, for over 2 yrs now, that too many too fast is suicidal for our Provincial service providers. Trudeau: *crickets* #SaveCanada #TrudeauGroper #MustGo , yes #HimToo #cdnpoli #onpoli #abpoli #skpoli https:// twitter.com/backmarker3/st atus/1033393423024377861 …|||#patsydingledance #SaveCanada #TrudeauGroper #MustGo #HimToo #cdnpoli #onpoli #abpoli #skpoli|1034441391559073792|https://twitter.com/SpeakeasyJames/status/1034441391559073792
UndeadBill|2018-08-28 15:18|0|0|#HimToo https:// twitter.com/JackPosobiec/s tatus/1034149843227357186 …|||#HimToo|1034430084181123074|https://twitter.com/UndeadBill/status/1034430084181123074
Repeal_Sec377|2018-08-28 14:36|0|0|#HimToo : Read Down Section 377, Don't Delete It Entirely - The Quint https://www. thequint.com/voices/opinion /letter-to-supreme-court-ipc-section-377 …|||#HimToo|1034419327703736321|https://twitter.com/Repeal_Sec377/status/1034419327703736321
SpeakeasyJames|2018-08-28 12:56|5|4|I do not trust Trudeau to negotiate anything of value: See India, US & Saudi relations dive bomb on account of this baffoon. #SaveCanada #TrudeauGroper #MustGo , yes #HimToo https:// twitter.com/TrueNorthCentr e/status/1034189163426398209 …|||#SaveCanada #TrudeauGroper #MustGo #HimToo|1034394216271683584|https://twitter.com/SpeakeasyJames/status/1034394216271683584
GunjanOfficial|2018-08-28 12:00|2|4|It is high time that all laws were amended to make them gender inclusive. Men in patriarchal societies have a set of problems that are not only unacknowledged but also rampantly exploited since there's no legal protection. #HimToo https:// buff.ly/2C0xQB4 pic.twitter.com/7L6OJceheW|||#HimToo|1034380095690076160|https://twitter.com/GunjanOfficial/status/1034380095690076160
subrawoman|2018-08-28 07:18|0|1|He's the face of the #HimToo movement, apparently https:// twitter.com/meganganz/stat us/1034307401673928705 …|||#HimToo|1034309152405741568|https://twitter.com/subrawoman/status/1034309152405741568
NinaWel69810699|2018-08-28 04:06|0|0|#Himtoo !|||#Himtoo|1034260867238395905|https://twitter.com/NinaWel69810699/status/1034260867238395905
bryanmc98|2018-08-28 02:51|0|0|#Himtoo should be the new list of those given preferential treatment.|||#Himtoo|1034241934771019779|https://twitter.com/bryanmc98/status/1034241934771019779
SpeakeasyJames|2018-08-28 01:04|0|0|#SaveCanada #TrudeauGroper #MustGo , yes #HimToo https:// twitter.com/jaykris10/stat us/1034190637225074689 …|||#SaveCanada #TrudeauGroper #MustGo #HimToo|1034215123936669696|https://twitter.com/SpeakeasyJames/status/1034215123936669696
SpeakeasyJames|2018-08-28 00:55|1|1|Trudeau's ineptness makes that very hard. #SaveCanada #TrudeauGroper #MustGo , yes #HimToo https:// twitter.com/tonih_78/statu s/1034208240878288897 …|||#SaveCanada #TrudeauGroper #MustGo #HimToo|1034212737943912449|https://twitter.com/SpeakeasyJames/status/1034212737943912449
SpeakeasyJames|2018-08-28 00:53|5|4|Trudeau failures are unbearable. Canada had the advantaged position with NAFTA. Trudeau's inept groupies fumbled it, and then by neglect, put Canada at a disadvantaged position with NAFTA. #SaveCanada #TrudeauGroper #MustGo , yes #HimToo #cdnpoli #onpoli #abpoli #skpoli https:// twitter.com/jkenney/status /1034204156926382081 …|||#SaveCanada #TrudeauGroper #MustGo #HimToo #cdnpoli #onpoli #abpoli #skpoli|1034212410905714688|https://twitter.com/SpeakeasyJames/status/1034212410905714688
HaroldM49845860|2018-08-28 00:01|0|0|#Himtoo pic.twitter.com/dUGEeZc2K0|||#Himtoo|1034199253726294016|https://twitter.com/HaroldM49845860/status/1034199253726294016
sixtythree|2018-08-27 23:59|0|0|#Himtoo|||#Himtoo|1034198844114784257|https://twitter.com/sixtythree/status/1034198844114784257
jdownsltft|2018-08-27 23:40|0|1|#HimToo #AsiaArgento #Priceless https://www. yahoo.com/entertainment/ asia-argento-cut-x-factor-italy-following-sexual-assault-allegation-143054675.html …|||#HimToo #AsiaArgento #Priceless|1034193984103620612|https://twitter.com/jdownsltft/status/1034193984103620612
NinomiyaDoug|2018-08-27 21:40|1|1|Someone said the next Pope should be a woman. #himtoo|||#himtoo|1034163663895126017|https://twitter.com/NinomiyaDoug/status/1034163663895126017
NinomiyaDoug|2018-08-27 21:37|0|0|Someone said the next Pope should be a woman. #himtoo|||#himtoo|1034162978008981504|https://twitter.com/NinomiyaDoug/status/1034162978008981504
BobbyDigital910|2018-08-27 20:32|0|0|#botherzev #tweetzev #himtoo #GamersAgainstGuns #prostitute #pornstars #cranebirds #everything @zev||@zev|#botherzev #tweetzev #himtoo #GamersAgainstGuns #prostitute #pornstars #cranebirds #everything|1034146777539207168|https://twitter.com/BobbyDigital910/status/1034146777539207168
BQthefineprint|2018-08-27 18:00|1|3|#HimToo  Why the Supreme Court should not strike down #Section377 completely, argues activist Pinki Virani. Read: http:// goo.gl/q9k5wp pic.twitter.com/I1hQLe9ru5|||#HimToo #Section377|1034108279406845952|https://twitter.com/BQthefineprint/status/1034108279406845952
LgbtqIndia|2018-08-27 14:46|0|0|#HimToo : Read Down Section 377, Don’t Delete It Entirely. https://www. bloombergquint.com/opinion/2018/0 8/27/himtoo-read-down-section-377-dont-delete-it-entirely … via @BloombergQuint||@BloombergQuint|#HimToo|1034059500326547457|https://twitter.com/LgbtqIndia/status/1034059500326547457
Repeal_Sec377|2018-08-27 14:35|0|0|#HimToo : Read Down Section 377, Don't Delete It Entirely - BloombergQuint https://www. bloombergquint.com/opinion/2018/0 8/27/himtoo-read-down-section-377-dont-delete-it-entirely …|||#HimToo|1034056922519859200|https://twitter.com/Repeal_Sec377/status/1034056922519859200
TheNwando|2018-08-27 14:26|0|0|This was one of the strong presentations at Chale Wote Festival titled ‘ #HimToo ’ exploring male abuse #visualsbynale pic.twitter.com/cpQmCRjAYj|||#HimToo #visualsbynale|1034054460677529600|https://twitter.com/TheNwando/status/1034054460677529600
TheHaryanavi|2018-08-27 11:12|0|0|#HimToo : Read Down Section 377, Don’t Delete It Entirely https://www. bloombergquint.com/opinion/2018/0 8/27/himtoo-read-down-section-377-dont-delete-it-entirely …|||#HimToo|1034005707375489024|https://twitter.com/TheHaryanavi/status/1034005707375489024
BQthefineprint|2018-08-27 09:10|6|4|#HimToo  Activist Pinki Virani's open-letter to the Supreme Court on IPC Section 377 calls for the section to be read down, but not deleted entirely. Read: https:// goo.gl/Qa4y3B pic.twitter.com/jKGHJLndDW|||#HimToo|1033974990637428737|https://twitter.com/BQthefineprint/status/1033974990637428737
matissemagic|2018-08-27 08:38|0|0|#HimToo crying so hard right now https:// twitter.com/eugenegu/statu s/1031372196369784832 …|||#HimToo|1033967030863421440|https://twitter.com/matissemagic/status/1033967030863421440
UniqueJames|2018-08-27 08:23|0|0|#HimToo https:// twitter.com/RTUKnews/statu s/1033731293366902785 …|||#HimToo|1033963287455649792|https://twitter.com/UniqueJames/status/1033963287455649792
risyiana|2018-08-27 07:57|0|0|#himtoo|||#himtoo|1033956594432659456|https://twitter.com/risyiana/status/1033956594432659456
luminarioballet|2018-08-27 07:28|0|0|Thinking about our upcoming Tenth anniversary- 2009-2019! Here, 2 of our 2009 Luminario beauties, Ashley and Delphine! #ten #decade #ballet #jete #grandjete #airtime #himtoo #girlsflytoo … https://www. instagram.com/p/Bm-HjKeDvJa/ ?utm_source=ig_twitter_share&igshid=m8glwb9q37ty …|||#ten #decade #ballet #jete #grandjete #airtime #himtoo #girlsflytoo|1033949279679729664|https://twitter.com/luminarioballet/status/1033949279679729664
MauritsGroen|2018-08-26 19:18|3|9|We should rather name these hurricanes after the fossil companies and people that cause them: Amoco, BP, Chevron, Duke oil, Exxon, Gazprom etc. And after Petrobras, Repsol, Shell and Total we will do POTUS a real pleasure by naming #himtoo https:// twitter.com/MiriamvGool/st atus/1033754604884897798 …|||#himtoo|1033765663356211201|https://twitter.com/MauritsGroen/status/1033765663356211201
Narayan_17|2018-08-26 19:04|0|0|#Himtoo|||#Himtoo|1033762101116821505|https://twitter.com/Narayan_17/status/1033762101116821505
Narayan_17|2018-08-26 19:04|0|0|#Himtoo|||#Himtoo|1033762012839337984|https://twitter.com/Narayan_17/status/1033762012839337984
Provythaboss|2018-08-26 18:01|1|1|#listenlive #mixtape #HIMTOO #nowplaying #PowerTV Now Playing PROVY THA BOSS - Him Too The Mixtape via @DatPiff http:// piff.me/ac49bd6||@DatPiff|#listenlive #mixtape #HIMTOO #nowplaying #PowerTV|1033746370539216897|https://twitter.com/Provythaboss/status/1033746370539216897
vgrundle30|2018-08-26 17:45|0|0|might have something to do with the fact that asia molested a kid, and rose is defending her. Believe accusers? apparently only when they are not your friends. #jimmybennettarmy #himtoo|||#jimmybennettarmy #himtoo|1033742344221347844|https://twitter.com/vgrundle30/status/1033742344221347844
vgrundle30|2018-08-26 17:39|0|2|JIMMY BENNETT JIMMY BENNETT JIMMY BENNETT JIMMY BENNETT #HIMTOO|||#HIMTOO|1033740658236956672|https://twitter.com/vgrundle30/status/1033740658236956672
vgrundle30|2018-08-26 17:33|0|0|#jimmyarmy #himtoo|||#jimmyarmy #himtoo|1033739278654873600|https://twitter.com/vgrundle30/status/1033739278654873600
orbswideshut|2018-08-26 17:21|0|0|#himtoo|||#himtoo|1033736105152204803|https://twitter.com/orbswideshut/status/1033736105152204803
madharts|2018-08-26 16:39|0|0|#HimToo|||#HimToo|1033725718189010944|https://twitter.com/madharts/status/1033725718189010944
haveahavanese|2018-08-26 14:33|0|0|When a fellow Republican labels you as "a bro with no ho", and you then sell out, Putin's Russian hackers probably found something criminal on this 63-year-old homophobic bachelor, maybe involving a minor... #HimToo ?|||#HimToo|1033693966380789761|https://twitter.com/haveahavanese/status/1033693966380789761
aka_freiheit|2018-08-26 11:39|0|0|#Beängstigend ! http://www. spiegel.de/politik/deutsc hland/tuerkei-familie-von-deutsch-tuerkischem-aktivisten-ali-utlu-wird-bedroht-a-1183577.html … #HimToo #HimTwo #MeTwo https:// twitter.com/AliCologne/sta tus/1033323510893105152 …|||#Be #HimToo #HimTwo #MeTwo|1033650052676419584|https://twitter.com/aka_freiheit/status/1033650052676419584
DigitaISoIdier|2018-08-26 09:40|1|1|BREAKING #MSM silence so far. No response from AJ Going viral on Twitter Alex Jones had a tab of trans-gay p○rn open on his phone, on camera, during live broadcast. Go to 3:10 to see. No graphic images #HimToo #ThesePeopleAreSick https:// youtu.be/dfDj0Kp2K3w|||#MSM #HimToo #ThesePeopleAreSick|1033620179304034304|https://twitter.com/DigitaISoIdier/status/1033620179304034304
ZeldaFan180|2018-08-25 22:50|0|4|I love how the vast majority of the people responding to you are actually bashing you! <3 It definitely helps restore faith in humanity! When are you going to actually address your friend, @AsiaArgento , as a rapist? #MeToo #HimToo||@AsiaArgento|#MeToo #HimToo|1033456483416109056|https://twitter.com/ZeldaFan180/status/1033456483416109056
