username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
JABat49|2018-01-07 01:31|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949800739076964365|https://twitter.com/JABat49/status/949800739076964365
DannyPanzella|2018-01-07 01:29|10|27|Would @arobach have been as hostile and condescending to a female victim of sexual abuse as she was to @Corey_Feldman ?! #victimblaming #believehim #himtoo #metoo||@arobach @Corey_Feldman|#victimblaming #believehim #himtoo #metoo|949800240349175808|https://twitter.com/DannyPanzella/status/949800240349175808
JABat49|2018-01-07 00:56|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949791796917391362|https://twitter.com/JABat49/status/949791796917391362
JABat49|2018-01-07 00:46|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949789336786161664|https://twitter.com/JABat49/status/949789336786161664
DummieyBlondiey|2018-01-07 00:39|0|3|They talked about it on #TheTwoCoreys years ago, no one "jumped in" or "jumped on" any bandwagon here! It still bothers #Haim in his afterlife per Medium Tyler! Maybe, hopefully, their (and other MALES) time will come as this movement goes forward. #HimToo|||#TheTwoCoreys #Haim #HimToo|949787647249088513|https://twitter.com/DummieyBlondiey/status/949787647249088513
DummieyBlondiey|2018-01-07 00:34|0|0|#HimToo ( #ThemToo !!) https://www. bustle.com/p/how-accurate -is-a-tale-of-two-coreys-lifetimes-latest-dramatizes-the-traumatic-hollywood-experience-of-corey-haim-corey-feldman-7780611/amp?__twitter_impression=true …|||#HimToo #ThemToo|949786241461051392|https://twitter.com/DummieyBlondiey/status/949786241461051392
JABat49|2018-01-07 00:32|0|0|#Resistance #TrumpRussia #WomensRights #Stablegenius #ImpeachTrump #Democrats #Republicans #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #Stablegenius #ImpeachTrump #Democrats #Republicans #resist #MuellerTime #TheResistance #HimToo|949785750312275969|https://twitter.com/JABat49/status/949785750312275969
JABat49|2018-01-07 00:16|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949781792604729344|https://twitter.com/JABat49/status/949781792604729344
JABat49|2018-01-06 23:35|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949771312788131840|https://twitter.com/JABat49/status/949771312788131840
JABat49|2018-01-06 23:22|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949768165785063424|https://twitter.com/JABat49/status/949768165785063424
JABat49|2018-01-06 23:14|1|1|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949766233922170880|https://twitter.com/JABat49/status/949766233922170880
JABat49|2018-01-06 22:42|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949758035387469824|https://twitter.com/JABat49/status/949758035387469824
cerimisu|2018-01-06 22:19|0|0|This woman humbles.us all by her bravery. Hollywood women should feel judged when they read her story & yet stay silent about Polanski & Allen. #HerToo #MeToo #HimToo https:// twitter.com/rosemcgowan/st atus/949733714459676672 …|||#HerToo #MeToo #HimToo|949752348171276288|https://twitter.com/cerimisu/status/949752348171276288
n_lundeen|2018-01-06 20:01|0|0|Nervous? We’ve owned you for a decade. Not nervous one bit. Our coach doesn’t beat players either. #HimToo|||#HimToo|949717699202035712|https://twitter.com/n_lundeen/status/949717699202035712
sjmariner9|2018-01-06 18:55|0|1|That’s Lance CanStopolis #HimToo|||#HimToo|949700846446510080|https://twitter.com/sjmariner9/status/949700846446510080
JABat49|2018-01-06 18:26|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949693720886210560|https://twitter.com/JABat49/status/949693720886210560
ahanabose_omega|2018-01-06 15:20|0|1|#himtoo Just a few thoughts. A list is good and all, but have we prepared it to avoid misuse? https:// twitter.com/blogwallflower s/status/937911175483928576 …|||#himtoo|949646883202330624|https://twitter.com/ahanabose_omega/status/949646883202330624
OGirlMedia|2018-01-06 09:41|0|0|#History I missed! #BenVereen Controversial #BertWilliams Blackface TV Performance Remembered in UNTIL, UNTIL, UNTIL... https://www. broadwayworld.com/article/Ben-Ve reens-Controversial-Bert-Williams-Blackface-TV-Performance-Remembered-in-UNTIL-UNTIL-UNTIL-20151119 … #HIMTOO|||#History #BenVereen #BertWilliams #HIMTOO|949561644354621440|https://twitter.com/OGirlMedia/status/949561644354621440
LCantstopolis|2018-01-06 08:50|3|9|#himtoo pic.twitter.com/jbO9qu99j0|||#himtoo|949548813710061568|https://twitter.com/LCantstopolis/status/949548813710061568
TheDoddCast|2018-01-06 07:56|0|0|Not only was she another married woman, but supposedly his best friend’s wife - ultimate sign he should never be trusted #himtoo|||#himtoo|949535122428080133|https://twitter.com/TheDoddCast/status/949535122428080133
EquallyChic|2018-01-06 05:16|0|0|With all the news lately about men’s misdeeds, it’s nice to be reminded of just how many good men we have out there . #answeredthecall #dads #steppingup #himtoo #dfw https://www. nbcdfw.com/news/local/Ans wering-the-Call-for-Breakfast-With-Dads-Event_Dallas-Fort-Worth-464871103.html …|||#answeredthecall #dads #steppingup #himtoo #dfw|949494874142859264|https://twitter.com/EquallyChic/status/949494874142859264
Linda31582668|2018-01-06 04:23|0|0|Seem as tho I recall an alleged allegation against him many years ago. #himtoo !|||#himtoo|949481645089828865|https://twitter.com/Linda31582668/status/949481645089828865
DavidHu50462939|2018-01-06 03:54|0|0|#himtoo|||#himtoo|949474181036564480|https://twitter.com/DavidHu50462939/status/949474181036564480
DavidHu50462939|2018-01-06 03:53|0|0|#himtoo|||#himtoo|949473912521461760|https://twitter.com/DavidHu50462939/status/949473912521461760
JustinLTweets|2018-01-06 00:28|0|0|This is easily the LEAST SHOCKED any headline has ever made me #Trump #Drumpf #HimToo pic.twitter.com/DkDURPZ1CI|||#Trump #Drumpf #HimToo|949422270094725121|https://twitter.com/JustinLTweets/status/949422270094725121
JABat49|2018-01-05 23:07|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949402042321260546|https://twitter.com/JABat49/status/949402042321260546
TomOlson8|2018-01-05 22:15|0|1|#Himtoo|||#Himtoo|949388828980244481|https://twitter.com/TomOlson8/status/949388828980244481
brucetomaso|2018-01-05 21:29|0|0|Now Ben Vereen. #HimToo https://www. huffingtonpost.com/entry/broadway -actor-ben-vereen-accused-of-sexual-assault-in-2015-hair-production_us_5a4fa406e4b003133ec776fe?ncid=engmodushpmg00000004 …|||#HimToo|949377345827328001|https://twitter.com/brucetomaso/status/949377345827328001
Megan_aka_Jane|2018-01-05 21:11|0|1|ABC "star"??? Hahahahahahaha!!! @GStephanopoulos #HimToo||@GStephanopoulos|#HimToo|949372915107221504|https://twitter.com/Megan_aka_Jane/status/949372915107221504
angelenoesther|2018-01-05 20:38|0|2|This is going to be a long #fridaynewsdump -Congress abusing power referring Christopher Steele for criminal investigation -Paul Haggis ( #himtoo ) -Clinton Foundation BS It's not even 4:00 PM PST yet. #FridayFeeling|||#fridaynewsdump #himtoo #FridayFeeling|949364614583611392|https://twitter.com/angelenoesther/status/949364614583611392
Retrochbabe|2018-01-05 20:29|0|2|What a pathetic creature #himtoo http://www. bbc.com/news/uk-politi cs-42552884 …|||#himtoo|949362334518185991|https://twitter.com/Retrochbabe/status/949362334518185991
idreamsmash|2018-01-05 20:15|0|1|This looks “fun” hopefully dude gets away from this #himtoo https:// twitter.com/ndtv/status/94 9236441346797568 …|||#himtoo|949358737147523073|https://twitter.com/idreamsmash/status/949358737147523073
JABat49|2018-01-05 20:01|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949355215639244801|https://twitter.com/JABat49/status/949355215639244801
ameriveritas|2018-01-05 15:19|0|0|#himtoo|||#himtoo|949284288918376449|https://twitter.com/ameriveritas/status/949284288918376449
h1hat|2018-01-05 13:17|0|0|#himtoo|||#himtoo|949253477368238080|https://twitter.com/h1hat/status/949253477368238080
LibreSoul_|2018-01-05 09:32|0|0|#HimToo #MeToo|||#HimToo #MeToo|949196956689162240|https://twitter.com/LibreSoul_/status/949196956689162240
brucetomaso|2018-01-05 03:51|0|1|Now the head of the Dallas County health dept. #HimToo @dallasnews https://www. dallasnews.com/news/news/2018 /01/04/report-dallas-county-health-human-services-director-forced …||@dallasnews|#HimToo|949111072463769600|https://twitter.com/brucetomaso/status/949111072463769600
thebizza|2018-01-05 03:30|0|0|#HimToo https:// deadspin.com/former-assista nt-says-rich-rodriguez-grabbed-his-penis-1821744625 …|||#HimToo|949105919379390464|https://twitter.com/thebizza/status/949105919379390464
JABat49|2018-01-05 03:22|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949103904662441984|https://twitter.com/JABat49/status/949103904662441984
JABat49|2018-01-05 03:00|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949098365358395392|https://twitter.com/JABat49/status/949098365358395392
JABat49|2018-01-05 02:50|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949095770275352576|https://twitter.com/JABat49/status/949095770275352576
JABat49|2018-01-05 02:47|2|1|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|949094963945574401|https://twitter.com/JABat49/status/949094963945574401
aztecamau|2018-01-05 02:06|0|0|Lol #himtoo https:// twitter.com/billmaher/stat us/948837476231127040 …|||#himtoo|949084603133739009|https://twitter.com/aztecamau/status/949084603133739009
abardyn71|2018-01-05 01:07|0|0|@sportsrage Never woulda guessed #HimToo ! https:// twitter.com/TMZ_Sports/sta tus/949067967219855360 …||@sportsrage|#HimToo|949069686536331264|https://twitter.com/abardyn71/status/949069686536331264
rightonQuelive|2018-01-04 21:02|0|0|It was deeper than just the occasional ass poke out as a hint... nope. As soon as I got anywhere in the cuddle position, bitch would just take control of the dick. My verbal consent was never her concern #HimToo https:// twitter.com/mspennyisaac/s tatus/949007022569283584 …|||#HimToo|949008116590501888|https://twitter.com/rightonQuelive/status/949008116590501888
rightonQuelive|2018-01-04 20:56|0|0|No, I’m clearly not cool. U just gonna poke fun at my trauma... Did it ever occur to u that all of that rhetoric was a outcry for help... #StopVictimShaming2018 #NoCyberBullying #HimToo|||#StopVictimShaming2018 #NoCyberBullying #HimToo|949006700874489858|https://twitter.com/rightonQuelive/status/949006700874489858
JBryonE247|2018-01-04 20:00|0|0|#HimToo|||#HimToo|948992561896673281|https://twitter.com/JBryonE247/status/948992561896673281
Eichy815|2018-01-04 19:19|0|0|How men and boys can approach the #MeToo dialogue, from this point forward... http:// eichy815.tumblr.com/post/169013877 636/i-dont-consent-to-this-narrative … #MeTooMen #HimToo #MenToo #MeTooMilitary #MeTooWhatNext #SexualAbuse #GenderBias #Misandry #Nonbinary #QueerSurvivors #TransSurvivors #ILetItHappen #IWillDoBetter|||#MeToo #MeTooMen #HimToo #MenToo #MeTooMilitary #MeTooWhatNext #SexualAbuse #GenderBias #Misandry #Nonbinary #QueerSurvivors #TransSurvivors #ILetItHappen #IWillDoBetter|948982122131357697|https://twitter.com/Eichy815/status/948982122131357697
FTVLive|2018-01-04 19:08|0|0|#HimToo http://www. ftvlive.com/sqsp-test/2018 /1/4/himtoo …|||#HimToo|948979571986239489|https://twitter.com/FTVLive/status/948979571986239489
greenteepodcast|2018-01-04 19:08|0|0|SOUND ON!!!!!! #blankscreen #dontmatter #listenanyway #soundbite #himtoo #babyitscoldoutside … https://www. instagram.com/p/BdiXh8LhQff/|||#blankscreen #dontmatter #listenanyway #soundbite #himtoo #babyitscoldoutside|948979426108243968|https://twitter.com/greenteepodcast/status/948979426108243968
greet_le|2018-01-04 18:37|0|0|This is #HIMTOO|||#HIMTOO|948971556126056448|https://twitter.com/greet_le/status/948971556126056448
DB_Coupe|2018-01-04 18:32|0|0|Isn’t this the same argument as a female president nuking countries because of their period/menopause? #himtoo|||#himtoo|948970361881636865|https://twitter.com/DB_Coupe/status/948970361881636865
JABat49|2018-01-04 18:11|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|948965230951923712|https://twitter.com/JABat49/status/948965230951923712
sixfingersvi|2018-01-04 18:02|0|0|#himtoo ?|||#himtoo|948962749580808194|https://twitter.com/sixfingersvi/status/948962749580808194
JABat49|2018-01-04 17:33|1|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|948955640285843458|https://twitter.com/JABat49/status/948955640285843458
JABat49|2018-01-04 16:40|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|948942104767664129|https://twitter.com/JABat49/status/948942104767664129
gobuxgal|2018-01-04 16:31|0|0|No sexual harassment here....... Surrendering their self respect by working for this predator. #ProtectOurDemocracy #GroperInChief #HimToo https:// twitter.com/johnjharwood/s tatus/948612436797648897 …|||#ProtectOurDemocracy #GroperInChief #HimToo|948939863239294977|https://twitter.com/gobuxgal/status/948939863239294977
cyclizt|2018-01-04 16:16|0|0|#himtoo|||#himtoo|948936269970788358|https://twitter.com/cyclizt/status/948936269970788358
ValeriaPugliesi|2018-01-04 15:28|1|0|#HimToo|||#HimToo|948924206242246657|https://twitter.com/ValeriaPugliesi/status/948924206242246657
greenteepodcast|2018-01-04 15:19|0|1|#greenteepodcast #gtp #TyMeLessExpanded #himtoo #jan15th #mlkday #ep1 #outof3 #triplets … https://www. instagram.com/p/Bdh9Op-BUCf/|||#greenteepodcast #gtp #TyMeLessExpanded #himtoo #jan15th #mlkday #ep1 #outof3 #triplets|948921844677177345|https://twitter.com/greenteepodcast/status/948921844677177345
FTVLive|2018-01-04 15:15|0|0|#HimToo http://www. FTVLive.com|||#HimToo|948920721136373761|https://twitter.com/FTVLive/status/948920721136373761
lcsenecal|2018-01-04 15:09|0|1|Thanks, @RealClearNews , for picking up my piece on @thedailybeast : https://www. thedailybeast.com/is-metoo-a-mov ement-or-a-moment?ref=author … #MeToo #TIMESUP #RoseArmy #HimToo pic.twitter.com/p4qf029Man||@RealClearNews @thedailybeast|#MeToo #TIMESUP #RoseArmy #HimToo|948919220573786113|https://twitter.com/lcsenecal/status/948919220573786113
WhiteGuyBoston|2018-01-04 12:50|0|0|#HimToo|||#HimToo|948884348056555520|https://twitter.com/WhiteGuyBoston/status/948884348056555520
UndiEnvi|2018-01-04 11:33|0|1|"Somebody needs to take the lead in the academic version of the #himtoo revolution because we need to speak about sexual assault in the #academia . We all know it is pervasive, whether we are victims ourselves or not. By choosing silence, we are all part of the problem".|||#himtoo #academia|948864852336005120|https://twitter.com/UndiEnvi/status/948864852336005120
Pawan__Garg|2018-01-04 10:09|0|0|#HimToo https:// fb.me/MWKUnRE4|||#HimToo|948843871194161152|https://twitter.com/Pawan__Garg/status/948843871194161152
3leftsmakearite|2018-01-04 09:51|0|5|#himtoo|||#himtoo|948839255589183488|https://twitter.com/3leftsmakearite/status/948839255589183488
davidebrady|2018-01-04 09:48|0|0|#himtoo|||#himtoo|948838468079235072|https://twitter.com/davidebrady/status/948838468079235072
DonnieHHarris|2018-01-04 08:31|0|0|The Politics of #HimToo - - By https://www. realclearpolitics.com/2017/12/14/the _politics_of_himtoo_429122.html …|||#HimToo|948819223249383424|https://twitter.com/DonnieHHarris/status/948819223249383424
DonnieHHarris|2018-01-04 08:31|0|0|The Politics of #HimToo  RealClearPolitics https:// lnkd.in/dtjyGdG|||#HimToo|948819175354650625|https://twitter.com/DonnieHHarris/status/948819175354650625
DonnieHHarris|2018-01-04 08:26|0|0|The Politics of #HimToo https:// lnkd.in/dG8UqgN|||#HimToo|948817808959385600|https://twitter.com/DonnieHHarris/status/948817808959385600
DonnieHHarris|2018-01-04 08:25|0|0|The Politics of #HimToo https:// nyti.ms/2ksjxcL|||#HimToo|948817704747720704|https://twitter.com/DonnieHHarris/status/948817704747720704
DonnieHHarris|2018-01-04 08:05|0|0|#HimToo : A Reckoning https://www. buzzfeed.com/christinefair/ himtoo-a-reckoning?utm_term=.rc5YrOO6K … via @CChristineFair||@CChristineFair|#HimToo|948812623277166592|https://twitter.com/DonnieHHarris/status/948812623277166592
joshua_berger|2018-01-04 07:24|0|0|#HimToo #ResignTrump https:// twitter.com/evan_mcmullin/ status/948705415986073601 …|||#HimToo #ResignTrump|948802266286477312|https://twitter.com/joshua_berger/status/948802266286477312
gobuxgal|2018-01-04 03:43|0|2|Meanwhile, Franken & Conyers stepped down. This slime ball is not excused. #FarentholdMustGo #HimToo|||#FarentholdMustGo #HimToo|948746756744982528|https://twitter.com/gobuxgal/status/948746756744982528
denise_coyle6|2018-01-04 00:40|1|0|I think it’s time for every man in Hollywood to come forward with the names of every woman with sexually harassed them ! #himtoo https:// twitter.com/nymag/status/9 48589922721697792 …|||#himtoo|948700562685652992|https://twitter.com/denise_coyle6/status/948700562685652992
JABat49|2018-01-04 00:26|0|0|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo @nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC||@nytimes @BBCWorld @USATODAY @latimes @Yahoo @Google @HuffPost @CNN @FoxNews @NBCNews @MailOnline @washingtonpost @guardian @WSJ @ABC|#Resistance #TrumpRussia #WomensRights #RussiaGate #ImpeachTrump #Democrats #Republicans #GOPTaxScam #resist #MuellerTime #TheResistance #HimToo|948697031626850304|https://twitter.com/JABat49/status/948697031626850304
SNLtoo|2018-01-03 22:42|1|1|So does groping children buddy. #Molester #HimToo|||#Molester #HimToo|948670920742391808|https://twitter.com/SNLtoo/status/948670920742391808
